fonte,categoria,citta,nome,indirizzo,telefono,sito,descrizione,note,punteggio
,Palestre,Gavirate,Centro Commerciale Campo dei Fiori,"Viale Ticino, 82, 21026 Gavirate VA, Italia",0332 730887,https://www.campodeifiori.cc/,"Centro Commerciale Campo dei Fiori a Gavirate è un centro commerciale con negozi, food court, multisala e servizi. Consumi energetici molto elevati per illuminazione, climatizzazione e attività commerciali.","Tel 0332 730887. Centro commerciale, gestione centralizzata. Contattare facility manager.",9
,Palestre,Erba,Centro sportivo SNEF Lambrone,"Via Della Libertà, 15, 22036 Erba CO, Italia",031 333 3556,https://lambrone.snef.it/,"Centro sportivo SNEF Lambrone a Erba è un centro polisportivo con piscina coperta e scoperta, palestra, corsi acquatici e area relax. Struttura grande con piscina, consumi energetici molto elevati per riscaldamento acqua e climatizzazione.",Tel 031 333 3556. Centro con piscina = altissimi consumi. Proposta per centri sportivi con piscina. Chiedere del direttore tecnico.,9
,Palestre,Lomazzo,Aero Gravity,"Via D'Annunzio, 23 - 20016 Pero (MI)",02 45471432,http://www.aerogravity.it/,"Aero Gravity a Pero (MI), indoor skydiving - galleria del vento verticale. Consumi ENORMI per turbine.",Galleria del vento = consumi industriali elevatissimi. Cliente ideale per efficienza energetica industriale. Unico in Italia.,8
,Palestre,Erba,Sport Nuoto E Fitness Srl,"Via Della Libertà, 15, 22036 Erba CO, Italia",031 333 3556,http://www.snef.it/,"Sport Nuoto E Fitness Srl a Erba è una società che gestisce impianti per nuoto e fitness. Stesso telefono di SNEF Lambrone, probabilmente collegata.","Tel 031 333 3556. Stessa struttura di SNEF, gestione centralizzata.",8
,Palestre,Arona,FreedomClub,"Corso Cavour, 110, 28040 Dormelletto NO, Italia",0322 497710,https://www.freedomclub.it/freedomclub-ssd-a-rl/,"FreedomClub ad Arona/Dormelletto è un centro wellness e sport con palestra, spa, area estetica, corsi terra/acqua e macchinari Technogym. Struttura completa con consumi elevati per spa, piscina e climatizzazione.",Tel 0322 497710. Centro benessere completo con spa. Alto potenziale energetico. Chiedere del direttore.,8
,Palestre,Varese,Piscina Comunale Spes Sport,"Via Palestro, 5 - 21019 Somma Lombardo (VA)",0331 982232,http://www.piscinasommalombardo.it/,"Piscina Comunale Spes Sport a Somma Lombardo, piscina e palestra comunale.",Piscina comunale = consumi elevati riscaldamento acqua e ventilazione. Buon potenziale per efficienza.,7
,Palestre,Erba,Unione Sportiva Alfonso Casati,"Via XXV Aprile, 3 - 20862 Arcore (MB)","039 617210, 339 5428189",https://www.casatiarcore.it/,"Unione Sportiva Alfonso Casati ad Arcore, società polisportiva dal 1946. Atletica, calcio, ginnastica, basket, volley, parkour.",Polisportiva storica con molte discipline. Consumi diversificati e elevati. Buon potenziale per efficienza.,7
,Palestre,Varese,FitActive Varese,"Viale Belforte, 5 H, 21100 Varese VA, Italia",392 512 2720,https://www.fitactive.it/i-club/varese.php,"FitActive Varese fa parte della catena di palestre in franchising FitActive, con apertura 24/7 a 19,90€/mese. Modello low-cost ad alto volume di iscritti.",Tel 392 512 2720. Catena nazionale. Contratto energia gestito centralmente. Verificare autonomia del punto vendita.,7
,Palestre,Fino Mornasco,A Rete Sport Club. Tennis Fitness SPA,"Via del Bosco, 45, 22070 Guanzate CO, Italia",320 602 7586,http://a-rete.com/,"A Rete Sport Club. Tennis Fitness SPA a Fino Mornasco è un circolo sportivo con tennis, fitness e spa. Consumi elevati per spa e illuminazione campi.",Tel 320 602 7586. Circolo con spa e tennis. Potenziale medio-alto.,7
,Palestre,Gallarate,I D F Studio - Imperial Dance Fitness,"Via Roma, 47 - 21054 Fagnano Olona (VA)","0331 311478, 391 4049827",https://www.imperialdance.it/,"Societa sportiva con due sedi (Fagnano Olona e Gallarate). Corsi di ballo, pole dance, acrobatica aerea, pilates, yoga, zumba, HIIT.","Consumi medi per illuminazione, impianto audio, climatizzazione. Due sedi = doppio potenziale.",6
,Palestre,Gallarate,Fitness Arluno S.r.l.,"Via Enzo Ferrari, 31 - 20010 Arluno (MI)","02 39286404, 02 85685438",https://www.fitactive.it/i-club/Arluno.php,"Fitness Arluno S.r.l. / FitActive Arluno, palestra in franchising 24h. Catena nazionale low cost.","Catena low cost 24h = consumi illuminazione 24/7. Potenziale per efficienza, ma decisioni centralizzate.",6
,Palestre,Gallarate,Fitness Class Cuggiono A.S.D.,"Via Badi, 46 - 20012 Cuggiono (MI)",02 97240280,https://www.fitnessclasscuggiono.it/,"Fitness Class Cuggiono ASD a Cuggiono, palestra con sala pesi, personal trainer, nutrizionista, fisioterapia. Struttura immersa nel verde.",Palestra completa con servizi. Consumi medi. Buon potenziale per efficienza illuminazione e climatizzazione.,6
,Palestre,Luino,Fit and Go PonteTresa,"Via Zanoni, 54 - 21037 Lavena Ponte Tresa (VA)",375 9749732,https://www.centrofitnesspontetresa.com/,"Centro fitness a Ponte Tresa con allenamenti EMS, Vacufit, Powerfit e Pilates Reformer. Tecnologie avanzate.",Consumi per macchinari elettronici e climatizzazione. Attrezzature energivore.,6
,Palestre,Somma Lombardo,Polisportiva Daverio,"Via Verdi, 4 - 21020 Daverio (VA)","0332 949711, 340 0551088",,"Piscina di Gorla Minore, piscina comunale.",Piscina = consumi elevati. Buon potenziale.,6
,Palestre,Cassano Magnago,Palestra You a New Experience,"Viale Milano, 53 - 21013 Gallarate (VA)",0331 781152,https://www.newenergycassano.it/,"Centro sportivo con body building, fitness, spinning, pilates reformer, yoga. Sala pesi e corsi di gruppo.","Consumi per illuminazione, climatizzazione e macchinari. Verificare dimensioni.",6
,Palestre,Cassano Magnago,Fit Point S.a.s. di Raimondi Roberto & C.,"Via Verga Giovanni, 16 - 20027 Rescaldina (MI)",0331 465767,https://www.fitpointrescaldina.it/,"Piscina di Solbiate Olona, piscina comunale.",Piscina = consumi elevati. Buon potenziale.,6
,Palestre,Cassano Magnago,New Gym Sporting Club,"Via Principessa Mafalda, 15 - 20024 Garbagnate Milanese (MI)","347 9618996, 335 1483504",https://www.newenergycassano.it/,"Centro sportivo con body building, fitness, spinning, pilates reformer, yoga. Sala pesi e corsi di gruppo.","Consumi per illuminazione, climatizzazione e macchinari.",6
,Palestre,Erba,Bentivoglio Maria Francesca,"Via Parini Giuseppe, 26 - 23900 Lecco (LC)",335 8233952,,"Tennis e Sport di Giussani e Buraschi a Erba, centro tennis e sport.",Centro tennis con illuminazione campi = consumi. Buon potenziale.,6
,Palestre,Erba,Olympus Avant S.S. Dilettantistica a Responsabilita' Limitata,Via della Industria - 22070 Cassina Rizzardi (CO),"347 6105700, 351 6902080, 031 921454",http://www.olympusavant.it/,"Piscina Comunale di Erba, piscina comunale.",Piscina = consumi elevati. Buon potenziale.,6
,Palestre,Erba,Total Workout 3 S.a.s. di dell'Orto Giovanni & C.,"Via Cuzzi Giuseppe, 2 - 23873 Missaglia (LC)",039 9241152,http://fitnesstotalworkout.it/,"Total Workout 3 S.a.s. a Missaglia, palestra fitness center dal 2014. Macchinari Technogym, Matrix. Personal trainer.",Palestra ben attrezzata. Consumi medi per illuminazione e climatizzazione. Buon potenziale.,6
,Palestre,Varese,For ME Fitness Club,"Via Cortina d'Ampezzo, 3, 21100 Varese VA, Italia",0332 169 1256,http://www.formefitness.it/,"For ME Fitness Club a Varese è un centro fitness con approccio personalizzato, servizi su misura e atmosfera esclusiva.",Tel 0332 169 1256. Palestra premium. Proposta per centri fitness con climatizzazione e attrezzature.,6
,Palestre,Varese,Palestra Skorpions,"Viale Padre GianBattista Aguggiari, 77, 21100 Varese VA, Italia",0332 235298,https://www.palestraskorpions.com/,"Palestra storica a Varese (dal 1980). 400mq sala pesi attrezzata Rogue. Corsi di MMA, BJJ, Thai Boxe, powerlifting.",Grande palestra con consumi significativi. Alternativa a low-cost.,6
,Palestre,Gallarate,FitActive Gallarate,"Viale Milano, 99, 21013 Gallarate VA, Italia",393 139 3531,https://www.fitactive.it/i-club/FitActive%20Gallarate.php,"FitActive Gallarate fa parte della catena di palestre in franchising FitActive, modello low-cost 24/7.",Tel 393 139 3531. Catena nazionale.,6
,Palestre,Gallarate,Millennium Wellness Gallarate,"Via Madonna in Campagna, 10, 21013 Gallarate VA, Italia",0331 782040,https://www.millenniumgallarate.it/,"Millennium Wellness Gallarate è un centro benessere completo con palestra, corsi e area relax.",Tel 0331 782040.,6
,Palestre,Gallarate,Gym's - Spirito Sportivo S.S.D. a r.l.,"Viale Lombardia, 49, 21013 Gallarate VA, Italia",0331 774513,http://www.gyms.it/,"Gym's - Spirito Sportivo S.S.D. a r.l. a Gallarate è una palestra strutturata come società sportiva, con ampia offerta di corsi e attrezzature.",Tel 0331 774513. SSD = società sportiva. Potenziale specificità fiscale.,6
,Officine/Artigiani,Varese,Officine Meccaniche Zema S.r.l.,"Via Antonio Gramsci, 100/A - 21020 Casale Litta (VA)",030 7242788,http://www.omzema.it/,"Officine Meccaniche Zema S.r.l., produzione pale per turbina. Settore energia. 27 macchine CNC 6 assi. Circa 100 dipendenti. Dal 1977.","OFFICINA INDUSTRIALE DI GRANDI DIMENSIONI. Consumi enormi per macchinari CNC. Cliente TOP per efficienza industriale. 100 dipendenti, macchinari di precisione.",9
,Officine/Artigiani,Malnate,Sage S.r.l.,"Via Cesariano, 27 - 21056 Induno Olona (VA)","0332 201069, 335 1780981, 335 7548192",http://www.sageslitters.com/,Azienda specializzata in macchine taglierine e ribobinatrici industriali. Uso intensivo di macchinari CNC e motorizzazioni. Know-how per impianti chiavi in mano.,Target eccellente: produzione industriale con alti consumi. Audit su motori elettrici e rifasamento.,9
,Officine/Artigiani,Erba,Officine Meccaniche Carlo dell'Oro S.n.c. di dell'Oro M. P.& C.,"Via Chiari, 93 - 23868 Valmadrera (LC)",030 7242788,http://www.compressoridelloro.com/,"Officina meccanica specializzata in vendita, installazione e manutenzione di compressori e impianti di aria compressa dal 1953. Opera con marchi CompAir e Balma/ABAC. Offre anche essiccatori, filtraggio e serbatoi di accumulo.",Azienda ad alta intensità energetica con compressori industriali. Proporre audit energetico su consumi aria compressa e ottimizzazione impianti.,9
,Officine/Artigiani,Mariano Comense,Cmo Societa' per Azioni,"Via dei Mille, 1 - 20811 Cesano Maderno (MB)",0362 645901,https://cmogroup.it/,"CMO Group è una realtà manifatturiera con tecnologie di fresatura, tornitura, stampaggio a caldo, punzonatura, saldatura e taglio laser. Opera nei settori automotive, mobility, aerospaziale.",Azienda metalmeccanica medio-grande con processi energivori. Elevato potenziale per audit completo e efficiency package.,9
,Officine/Artigiani,Mariano Comense,Fila S.r.l.,"Via Montello, 43 - 20831 Seregno (MB)","0362 330395, 0362 241744, 0362 325212",http://www.filasrl.it/,"FILA Srl è un partner integrato per fusione, lavorazione CNC, finitura, ispezione e logistica. 5600 m², 44 dipendenti, 39 macchine CNC, ISO 9001 e IATF 16949.",Realtà produttiva medio-grande. Altissimo potenziale per audit energetico completo su tutti gli impianti.,9
,Officine/Artigiani,Mariano Comense,Metalfirma S.r.l.,"Via S. Carlo, 23 - 20847 Albiate (MB)",0362 932775,http://www.metalfirma.it/,"Metalfirma Srl specializzata in costruzione stampi trancia, imbutiture profonde fino a 800 tonnellate, stampaggi, saldature robotizzate e taglio laser.",Officina con presse pesanti (800t) e robot. Altissimo consumo energetico. Target prioritario.,9
,Officine/Artigiani,Lomazzo,La Finitura S.r.l.,"Via Isonzo, 17/B - 22078 Turate (CO)",02 9659394,https://lafiniturasrl.it/,"Azienda di finitura superficiale metalli con macchinari vibrolucidatura, sabbiatura e lucidatura. Opera nei settori energia, oil&gas, automotive. Certificata UNI EN ISO 9001.",Cliente industriale strategico. Citare settori energia e oil&gas come affinita. Consumi elevati.,9
,Officine/Artigiani,Gallarate,Officine Meccaniche Gallaratesi S.p.A.,"Via Cinque Giornate, 5, 21013 Gallarate VA, Italia",0331 750011,https://www.omgpumps.com/,Officine Meccaniche Gallaratesi S.p.A. a Gallarate è una grande azienda industriale strutturata come SpA. Consumi energetici elevati per produzione industriale.,"Tel 0331 750011. SpA, grande azienda. Contratto energia probabilmente gestito centralmente ma con volumi importanti. Proposta per industria.",9
,Officine/Artigiani,Luino,Rettificatrici Ghiringhelli S.P.A.,"Via Asmara, 19, 21016 Luino VA, Italia",0332 543411,http://www.ghiringhelli.it/,Rettificatrici Ghiringhelli S.P.A. a Luino è un'azienda industriale di livello internazionale specializzata in rettificatrici. SpA con consumi energetici industriali elevati.,Tel 0332 543411. SpA industriale di rilevanza. Consumi elevati per produzione macchinari. Proposta per industria pesante.,9
,Officine/Artigiani,Erba,Omeba Srl Officina Meccanica Di Precisione,"Via Roma, 65, 23834 Premana LC, Italia",0341 890779,http://www.omeba.it/,"Officina meccanica di precisione con 18 dipendenti, due stabilimenti, macchine a 5 assi e robot. Lavorazioni CNC automatiche non presidiate.",Produzione automatizzata H24. Consumi continui. Audit su efficienza macchinari.,9
,Officine/Artigiani,Varese,Simplas S.p.a.,"Via Giusti, 34 - 21050 Bisuschio (VA)","0332 470591, 0332 473447, 0332 484125",http://www.simplas.it/,"Simplas S.p.a., produzione teste per estrusione plastica. Leadership mondiale. Oltre 4000 teste vendute. Certificazione ISO 9001.",AZIENDA LEADER MONDIALE. Consumi industriali significativi. Cliente premium per efficienza. 50+ anni sul mercato.,8
,Officine/Artigiani,Varese,Tecnostampi Srl,"Via Manzoni Alessandro, 11 - 21040 Gornate Olona (VA)","0331 820002, 0331 855767, 0331 855768",https://tecnostampisrl.it/,"Tecnostampi Srl a Varese, progettazione e realizzazione stampi in acciaio per automotive. Dal 1967. Clienti: Audi, BMW, Mercedes, Stellantis, Ford.","Officina meccanica di precisione con 60 anni di storia. Macchinari CNC, foratrici, fresatrici, presse 4500 ton. Consumi INDUSTRIALI elevati. Cliente ideale per audit efficienza industriale.",8
,Officine/Artigiani,Somma Lombardo,B.L.G. S.R.L.,"Via Roma, 41 - 21029 Vergiate (VA)",0331 946384,https://www.blgunipersonale.it/,"B.L.G. S.r.l. Unipersonale, lavorazioni meccaniche precisione da 30+ anni. Aerospace, automotive, moto. Certificazioni ISO 9001 e EN 9100. Taglio laser, waterjet, stampaggio.",Officina MULTI-TECNOLOGIA con certificazioni aerospaziali. Consumi industriali elevati. Cliente premium.,8
,Officine/Artigiani,Somma Lombardo,Costruzioni Meccaniche O.M.F. S.r.l.,"Via Gandhi, 12 - 21017 Samarate (VA)",0331 234600,http://www.omf-snc.it/,"Costruzioni Meccaniche O.M.F. S.r.l., lavorazioni meccaniche dal 1973. Tornitura, fresatura, foratura profonda, rettifica, saldatura. 20 dipendenti. 4000 mq.",OFFICINA INDUSTRIALE con 20 dipendenti e 4000 mq. Consumi elevati. Cliente ideale per audit energetico industriale.,8
,Officine/Artigiani,Erba,Stilmec S.r.l.,"Via Don Giacinto dell'Acqua, 4 - 23890 Barzago (LC)",031 860161,http://www.stilmec.it/,"Stilmec S.r.l. a Barzago, carpenteria medio/pesante dal 1972. Fresatura e alesatura fino a 12mt. Macchinari a CNC con tavole girevoli.",OFFICINA DI GRANDI DIMENSIONI con macchinari per pezzi fino a 12m. Consumi industriali elevati. Cliente TOP.,8
,Officine/Artigiani,Erba,Torneria Automatica F.lli Mauri S.r.l.,"Via Porta C., 2 - 23861 Cesana Brianza (LC)",031 683161,http://www.torneriafratellimauri.it/,"Torneria Automatica F.lli Mauri S.r.l. a Cesana Brianza, torneria automatica di precisione dal 1960. 30 torni, 12 dipendenti, 2300 mq. Produzione medio/grandi lotti.",OFFICINA CON 30 MACCHINARI e 2300mq. Consumi industriali elevati. Cliente ideale per audit.,8
,Officine/Artigiani,Erba,Officina Meccanica 2 B di Ballanti & Redaelli Snc,"Via Milano, 3 - 22060 Arosio (CO)","031 7600885, 031 761837",http://www.officinameccanica2b.it/,"Officina metalmeccanica specializzata in carpenteria medio-leggera per autocaravan e campeggio. Macchinari CNC, saldatura robotizzata, lavorazione acciaio e alluminio.",Alto consumo industriale. Audit su efficienza macchinari CNC e saldatura.,8
,Officine/Artigiani,Erba,O.M.C. Officina Meccanica Costamasnaga di Panzeri Bruno & C. S. N.C.,"Via Leonardo da Vinci, 18 - 23845 Costa Masnaga (LC)",031 855360,https://www.omcsnc.eu/,Officina meccanica specializzata in tornitura e fresatura. Macchinari CNC di ultima generazione. Lavorazioni conto terzi medio-pesanti.,Produzione industriale con macchinari ad alto consumo. Audit su motori e rifasamento.,8
,Officine/Artigiani,Mariano Comense,Sati Stampi,"Via Foscolo Ugo, 48 - 20833 Giussano (MB)","0362 574451, 0362 248867, 0362 863731",https://www.satiitalia.com/,"SATI Italia, azienda specializzata nella progettazione e realizzazione di stampi. Collabora con il cliente dalla fase progettuale alla realizzazione.",Metalmeccanica con macchinari CNC e presse ad alto consumo. Audit su efficienza macchinari e recupero calore.,8
,Officine/Artigiani,Mariano Comense,Algala S.r.l.,"Via della Misericordia, 58 - 20853 Biassono (MB)","039 490760, 039 2496452, 039 8942892",https://www.algala.it/,"Algala S.r.l. è specializzata in deformazione e lavorazione a freddo della lamiera, stampi progressivi per automotive, elettromeccanica ed elettronica.",Metalmeccanica con presse e macchinari pesanti. Alto potenziale risparmio su aria compressa e illuminazione industriale.,8
,Officine/Artigiani,Mariano Comense,Due Gi S.r.l.,"Via Beato Michele Carcano, 2 - 22070 Bregnano (CO)",031 770754,http://www.duegisrl.it/,"Due Gi S.r.l. opera nella gestione dell'aria compressa: vendita, assistenza e noleggio di compressori. Competenza diretta nel settore.",Opera nel settore aria compressa. Potenziale cliente ma anche possibile competitor o partner tecnico.,8
,Officine/Artigiani,Mariano Comense,I.M.A. Industria Meccanica di Arosio Societa' per Azioni,"Via Maddalena, 65/67 - 22060 Arosio (CO)","031 760611, 031 761531",https://www.ima-arosio.it/,I.M.A. Industria Meccanica Arosio lavora i metalli da oltre 50 anni per i settori automotive e non automotive.,Lavorazione metalli con oltre 50 anni di esperienza. Processi industriali energivori.,8
,Officine/Artigiani,Mariano Comense,Meccanica P&B S.r.l.,"Via Marisa Bellisario, 8/G - 20825 Barlassina (MB)","0362 564499, 0362 567991",http://www.meccanicapeb.it/,"Meccanica P&B progetta, produce e manutiene stampi per materie plastiche. Offre servizio completo: progettazione, produzione, stampaggio e imballaggio.",Stampaggio materie plastiche con presse ad alto consumo. Processo energivoro. Proporre audit.,8
,Officine/Artigiani,Mariano Comense,O.M.F. S.r.l. Societa' con Unico Socio,"Via Garibaldi, 143 - 20832 Desio (MB)","0362 1793942, 0362 1793943, 0362 300341",http://www.omf.it/,OMF è un fornitore globale di componenti meccanici di precisione per automotive con oltre 45 anni di esperienza.,Componentistica automotive. Produzione industriale con oltre 45 anni. Consumi significativi.,8
,Officine/Artigiani,Lomazzo,Carminati S.r.l.,"Via Grigna, 6 - 20027 Rescaldina (MI)","0331 464797, 0331 316075",http://www.carminatigroup.it/,"Carminati Group offre ingegneria di alto livello, lavorazioni meccaniche di precisione, controlli dimensionali e montaggi per multinazionali.",Gruppo metalmeccanico per multinazionali. Stabilimento produttivo con molteplici macchinari. Audit completo proponibile.,8
,Officine/Artigiani,Lomazzo,Fastosi - S.r.l.,"Via Fagnanella, 13 - 21040 Gerenzano (VA)","02 96480288, 02 9688045, 02 97249344",http://www.fastosi.it/,Fastosi è leader da 60 anni in carpenteria meccanica e impianti di estrusione per industria manifatturiera.,Carpenteria meccanica + estrusione (processo ad alto consumo). Buon target.,8
,Officine/Artigiani,Lomazzo,La.Re.Co. S.r.l.,"Via Milanese, 17 - 22070 Veniano (CO)","031 934304, 031 970808",http://www.lareco.biz/,"LA.RE.CO. srl è leader nella rettifica industriale, elettroerosione a filo e lappatura di particolari meccanici in provincia di Como.",Rettifica ed elettroerosione = processi ad alto consumo energetico. Target medio-alto.,8
,Officine/Artigiani,Arona,F.T.B. S.R.L.,"Via Tensa, 4 - 28010 Bogogno (NO)","0322 809821, 0322 809822",http://www.ftb.it/,"F.T.B. costruisce e manutiene presse a vite, bilancieri e macchine per forgiatura da oltre 40 anni.",Costruzione presse industriali pesanti. Cliente ad alto potenziale.,8
,Officine/Artigiani,Varese,Officina Meccanica da Pos Giglio,"Via S. Bartolomeo, 35, 21040 Carnago VA, Italia",0331 985504,https://www.tornituraefresatura-varese.com/,"Officina meccanica a Carnago (VA) da 60 anni. Tornitura, fresatura, foratura CNC conto terzi. Particolari in ferro e acciaio.",Macchinari CNC ad alto consumo. Target medio-alto per audit industriale.,8
,Officine/Artigiani,Varese,Officina Meccanica F.lli Mirtini,"Via Collodri, 8, 21020 Brunello VA, Italia",0332 463378,https://www.fratellimirtini.com/,"Officina meccanica a Brunello (VA) da 30+ anni. Centri di lavoro CNC, tornitura e fresatura di precisione. Componentistica per macchine industriali.",Produzione industriale CNC. Consumi continui. Audit su efficienza macchinari.,8
,Lavanderie,Verbania,Lavanderia Milanese Verbania,"Via Acquedotto, 25, 28923 Verbania VB, Italia",0323 571689,https://www.lavanderiamilanese.com/,"Lavanderia industriale con 3500mq di capannoni, 300 quintali/giorno. Noleggio biancheria per alberghi, ristoranti e sanitario. Quasi 50 anni di attivita.","Target TOP: lavanderia industriale ad altissimo consumo termico. Audit su caldaie, recupero calore.",10
,Lavanderie,Saronno,Hospital Service S.r.l.,"Via Spluga, 3 - 20010 Canegrate (MI)",0331 808089,http://www.hospitalservicesrl.it/,"Hospital Service gestisce servizi di lavanderia e sterilizzazione per sanità, industria e alberghiero.",Lavanderia industriale + sterilizzazione = processo ad altissimo consumo energetico. Target prioritario.,9
,Lavanderie,Saronno,Si.Ga.Ff. S.r.l.,"Via Teramo, 20 - 20142 Milano (MI)",02 816216,http://www.sigaff.it/,"SI.GA.FF. Lavanderia Industriale serve hotel, ristoranti e B&B a Milano da oltre 60 anni.",Lavanderia industriale professionale. Altissimo consumo energetico. Target prioritario.,9
,Lavanderie,Varese,Ve.Ma. Lavanderia Industriale Cocquio-Trevisago,"Via Dante, 41, 21034 Cocquio-Trevisago VA, Italia",0332 975192,https://www.lavanderiavema.com/,"Lavanderia industriale con 1300mq di laboratorio, apparecchiature di ultima generazione. Lavaggio a secco ecologico e ad acqua. Dal 1993.",Alto potenziale: lavanderia con macchinari energeticamente intensivi. Audit su recupero calore.,9
,Lavanderie,Varese,Lavanderia Lombarda Industriale Service Spa,"Via Guglielmo Oberdan, 61, 20823 Lentate sul Seveso MB, Italia",0362 5370,https://www.lavanderialombarda.it/,"Lavanderia Lombarda Industriale Service Spa a Varese è una lavanderia industriale su larga scala (SpA). Consumi energetici altissimi per lavaggio industriale, asciugatura e stiratura.",Tel 0362 5370. Lavanderia industriale SpA. Altissimo potenziale di consumo. Proposta per industria.,9
,Lavanderie,Varese,Lavanderia Industriale Padana Spa,"Via Veneto, 16, 24050 Bariano BG, Italia",0363 957522,http://www.lavanderiapadana.it/,Lavanderia Industriale Padana Spa a Varese è una lavanderia industriale di grandi dimensioni (SpA). Consumi energetici altissimi per produzione industriale.,Tel 0363 957522. Lavanderia industriale SpA. Altissimo potenziale.,9
,Lavanderie,Como,New Cleaning Group Srl,"V. dell'Artigianato, 9, 22042 Cavallasca CO, Italia",031 536010,http://www.newcleaninggroup.it/,"Lavanderia industriale moderna che serve divisione alberghiera e sanitaria con servizi di noleggio biancheria. Utilizza macchinari tecnologicamente avanzati e ha logistica strutturata. Consumo energetico significativo per lavaggio, sanificazione e stiratura.",Contattare per proposta energia industriale. Hanno macchinari UV e logistica - potenziale cliente B2B energy. Chiedere consumo annuo stimato.,9
,Lavanderie,Varese,L.A.I.B. Snc Lavanderia,"Via Manzoni Alessandro, 25 - 22070 Beregazzo (CO)",031 988295,https://www.lavanderiaindustrialelaib.it/,"Lavanderia industriale a Beregazzo (CO) dal 1993. Specializzata in tessuti per alberghi, ristoranti e comunita. Moderni macchinari di lavaggio.",Target alto consumo: lavanderia industriale HORECA. Audit su efficienza macchinari.,8
,Lavanderie,Varese,Tintoria P.A. Jacchetti,"Via del Dos, 15 - 22100 Como (CO)","031 507889, 031 525288, 031 481609",http://www.tintoriajacchetti.it/,Tintoria Jacchetti - nobilitazione tessile con tecnologie industriali evolute. Minimo impatto ambientale dichiarato.,"Tintoria industriale = processo ad alto consumo energetico (acqua calda, vapore). Target medio-alto.",8
,Lavanderie,Saronno,New Giglio S.a.s. di Racioppi Giacomo & C.,"Via Conte Paolo Taverna, 28 - 20844 Triuggio (MB)",0362 997602,https://www.newgiglio.it/,New Giglio è una lavanderia industriale con noleggio biancheria per ristorazione e alberghiero.,"Lavanderia industriale. Alti consumi di acqua calda, vapore e gas. Target medio-alto.",8
,Lavanderie,Erba,Quanto costa il lavaggio piumone professionale? Perché farlo?,"Via Milano, 31/33 - 22066 Mariano Comense (CO)",02 3962 6435,https://www.acquaesapone.eu/,"Lavanderia/tintoria a Milano con servizi di lavaggio professionale, stiratura e ritiro a domicilio. Servizi anche per hotel e B&B.",Target alto consumo. Proporre audit per lavaggio industriale e ottimizzazione consumi.,8
,Lavanderie,Varese,LAIB LAVANDERIA INDUSTRIALE,"Via Alessandro Manzoni, 25, 22070 Beregazzo CO, Italia",031 988295,https://www.lavanderiaindustrialelaib.it/,"Lavanderia industriale a Beregazzo (CO) dal 1993. Specializzata in tessuti per alberghi, ristoranti e comunita.",Target alto consumo. Audit su efficienza macchinari.,8
,Lavanderie,Tradate,"Lavanderia Lucato - Lavanderia Industriale, Noleggio Biancheria e Tovagliato.","Via Resegone, 13, 22070 Locate Varesino CO, Italia",0331 823030,http://lavlucato.it/,"Lavanderia Lucato - Lavanderia Industriale, Noleggio Biancheria e Tovagliato a Tradate è una lavanderia industriale con servizio di noleggio biancheria. Consumi industriali molto elevati per lavaggio e stiratura.",Tel 0331 823030. Lavanderia industriale con noleggio. Altissimo potenziale consumo.,8
,Lavanderie,Como,"Lavanderia Pulilampo ""The Laundry Boutique""","Via XX Settembre, 26, 22100 Como CO, Italia",335 608 2483,https://lavaseccopulilampo.com/,Lavanderia storica a Como con servizi per privati e alberghi. Utilizza macchinari industriali per lavaggio e tintoria con alto consumo energetico. Attività consolidata con attenzione alla customer satisfaction e all'innovazione tecnologica.,Chiedere referente per fatture energetiche e tipologia macchinari. Valutare contratto fornitura energia per lavanderia industriale.,8
,Lavanderie,Cantu,Lavajet | Lavanderia Industriale,"Via del Laghetto, 5, 22060 Novedrate CO, Italia",345 244 7373,http://www.lavajet.it/,"Lavanderia industriale con 25+ anni di esperienza che serve hotel, ristoranti e SPA. Offre noleggio biancheria, lavaggio, sanificazione e stiratura professionale. Utilizza macchinari eco-sostenibili e ha logistica organizzata.",Cliente industriale ideale per energy management. Hanno 1520 clienti soddisfatti - parlare di efficienza energetica e risparmio.,8
,Lavanderie,Cantu,Onedayclean Lavanderia ad Acqua e a Secco,"Corso Europa, 23, 22063 Cantù CO, Italia",338 461 2602,https://www.onedayclean.net/,"Lavanderia con piu sedi (Erba, Canto, Civate, Casatenovo). Servizio rapido 24h. App e tecnologia per tracciamento capi.",Multi-sede: potenziale per contratto quadro su piu punti vendita.,8
,Lavanderie,Cantu,Lavanderia Lavariva Sas,"Via Milano, 31/33, 22066 Mariano Comense CO, Italia",031 447 7400,http://www.lavariva.it/,"Lavanderia con oltre 50 anni di attività in oltre 1000 mq, servizio altamente tecnologico e personalizzato. Offre servizi di lavaggio e tintoria con macchinari moderni. Consumo energetico elevato per volume operativo.",Grande superficie e lunga storia. Chiedere consumo energia attuale e contratto in essere. Proporre audit energetico gratuito.,8
,Lavanderie,Erba,Alma S.r.l.,"Via Solferino, 35 - 20841 Carate Brianza (MB)",346 5178028,http://www.almagiussano.it/,Alma Srl è specializzata in vibrofinitura e cataforesi (trattamenti superficiali industriali). 50 anni di esperienza.,Trattamenti superficiali industriali. Cataforesi = processo ad alto consumo. Buon target.,7
